"Index","Original Thai","Locations","Claude score","Claude verdict","Claude raw verdict","Claude issue","Claude suggestion","agy score","agy verdict","agy raw verdict","agy issue","agy suggestion","Average","Score difference","Status"
"TH-1623","05 Factorial ANOVA / general linear model
ใช้เมื่อ: เปรียบเทียบค่าเฉลี่ยเมื่อมีตัวแปรอิสระตั้งแต่สองตัว และต้องการตรวจปฏิสัมพันธ์ระหว่างตัวแปร
ตรวจ: หน่วยสังเกตเป็นอิสระ เศษเหลือใกล้ปกติ ความแปรปรวนเหมาะสม และมีข้อมูลเพียงพอในแต่ละเซลล์ของการออกแบบ
ข้อควรระวัง: หากปฏิสัมพันธ์ (interaction) มีนัยสำคัญ ควรแปลผลจากอิทธิพลอย่างง่าย (simple effects) หรือค่าเฉลี่ยส่วนเพิ่มที่ประมาณได้ (estimated marginal means) แทนการดูอิทธิพลหลักเพียงอย่างเดียว
ทางเลือก: ไม่มีทางเลือกอัตโนมัติ; ปรับแบบจำลองตามข้อมูล

06 Binomial test
ใช้เมื่อ: ทดสอบว่าสัดส่วนของผลลัพธ์สองทางต่างจากค่าที่กำหนดหรือไม่
ตรวจ: ผลลัพธ์มีสองทาง การสังเกตเป็นอิสระ และความน่าจะเป็นของผลลัพธ์คงที่ในแต่ละครั้ง
ข้อควรระวัง: เป็นการทดสอบแบบคำนวณค่าที่แน่นอน (exact test) จึงใช้กับตัวอย่างขนาดเล็กได้ แต่ยังต้องตรวจว่าหน่วยสังเกตเป็นอิสระจริง
ทางเลือก: ไม่มีทางเลือกอัตโนมัติ; ปรับแบบจำลองตามข้อมูล

07 Repeated-measures ANOVA / Friedman test
ใช้เมื่อ: เปรียบเทียบค่าที่วัดซ้ำตั้งแต่สามครั้งขึ้นไปในหน่วยตัวอย่างเดียวกัน
ตรวจ: ข้อมูลเชื่อมโยงกับหน่วยตัวอย่างถูกต้อง เศษเหลือเป็นไปตามข้อตกลงเบื้องต้น และสำหรับการวิเคราะห์ความแปรปรวนแบบวัดซ้ำ (repeated-measures ANOVA) ต้องตรวจภาวะทรงกลม (sphericity) หรือใช้วิธีปรับแก้
ข้อควรระวัง: หากมีข้อมูลหาย ช่วงเวลาวัดไม่เท่ากัน หรือต้องการตัวแปรร่วม แบบจำลองผสมมักเหมาะกว่าวิธีพื้นฐานนี้
ทางเลือก: Friedman test — ข้อมูลอย่างน้อยเป็นอันดับ วัดครบทุกช่วง และไม่เหมาะกับการวิเคราะห์ความแปรปรวนแบบวัดซ้ำ

08 Chi-square goodness-of-fit test
ใช้เมื่อ: ทดสอบว่าความถี่ที่พบในแต่ละหมวดต่างจากความถี่ที่คาดไว้หรือไม่
ตรวจ: ใช้จำนวนนับ การสังเกตเป็นอิสระ และตรวจความถี่คาดหวัง; แนวทางที่ใช้บ่อยคืออย่างน้อย 80% ของเซลล์มีค่าคาดหวังตั้งแต่ 5 และไม่มีเซลล์ต่ำกว่า 1
ข้อควรระวัง: หากค่าคาดหวังต่ำ ควรรวมหมวดหมู่อย่างมีเหตุผล หรือใช้วิธีคำนวณค่าที่แน่นอนหรือวิธีมอนติคาร์โล (exact/Monte Carlo method) ที่เหมาะสม
ทางเลือก: ไม่มีทางเลือกอัตโนมัติ; ปรับแบบจำลองตามข้อมูล","workshop/LitWise-Literature-Review-Workshop-TH.pptx#notes-47","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1624","09 Chi-square test of independence
ใช้เมื่อ: ทดสอบความสัมพันธ์ระหว่างตัวแปรเชิงกลุ่มสองตัว
ตรวจ: การสังเกตเป็นอิสระ และความถี่คาดหวังเพียงพอ; แนวทางที่ใช้บ่อยคืออย่างน้อย 80% ของเซลล์มีค่าคาดหวังตั้งแต่ 5 และไม่มีเซลล์ต่ำกว่า 1
ข้อควรระวัง: หากเป็นข้อมูลก่อน–หลังในคนเดิม ให้ใช้การทดสอบ McNemar ไม่ใช่การทดสอบไคสแควร์สำหรับข้อมูลอิสระ
ทางเลือก: Fisher’s exact test — ตารางมีขนาดเล็กหรือความถี่คาดหวังไม่เพียงพอ

10 McNemar test
ใช้เมื่อ: ทดสอบการเปลี่ยนแปลงของผลลัพธ์สองทางจากข้อมูลที่จับคู่กัน เช่น ก่อน–หลังในคนเดิม
ตรวจ: ข้อมูลเป็นคู่ ผลลัพธ์มีสองทาง คู่แต่ละคู่เป็นอิสระจากคู่อื่น และเลือกสูตร exact เมื่อคู่ที่ให้ผลต่างกันมีจำนวนน้อย
ข้อควรระวัง: การทดสอบใช้ข้อมูลจากคู่ที่ผลเปลี่ยนไปเป็นหลัก จึงควรรายงานตาราง 2×2 ควบคู่กับผลทดสอบ
ทางเลือก: ไม่มีทางเลือกอัตโนมัติ; ปรับแบบจำลองตามข้อมูล

11 สถิติบรรยายและสหสัมพันธ์
ใช้เมื่อ: สรุปลักษณะของข้อมูลเชิงปริมาณ หรือวัดทิศทางและระดับความสัมพันธ์ระหว่างตัวแปรสองตัว
ตรวจ: เลือกค่ากลางและการกระจายให้เหมาะกับข้อมูล Pearson ใช้กับความสัมพันธ์เชิงเส้นและควรตรวจแผนภาพการกระจาย (scatterplot) ส่วน Spearman เหมาะกับข้อมูลอันดับหรือความสัมพันธ์ที่เพิ่มหรือลดไปในทิศทางเดียว (monotonic)
ข้อควรระวัง: ค่าสหสัมพันธ์ไม่ได้ยืนยันความเป็นเหตุเป็นผล และค่าเดียวกันอาจซ่อนรูปแบบข้อมูลที่ต่างกันมาก
ทางเลือก: Spearman’s rho — ข้อมูลเป็นอันดับ หรือความสัมพันธ์เพิ่มหรือลดไปในทิศทางเดียวแต่ไม่เป็นเส้นตรง","workshop/LitWise-Literature-Review-Workshop-TH.pptx#notes-48","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1625","12 ตารางแจกแจงความถี่และตารางไขว้
ใช้เมื่อ: สรุปจำนวน ร้อยละ และการกระจายของตัวแปรเชิงกลุ่ม
ตรวจ: กำหนดตัวหารของร้อยละและวิธีจัดการข้อมูลสูญหายให้ชัดเจน และแยกการบรรยายออกจากการทดสอบสมมติฐาน
ข้อควรระวัง: ตารางไขว้ช่วยให้เห็นรูปแบบเบื้องต้น แต่ยังสรุปไม่ได้ว่าตัวแปรสัมพันธ์กันอย่างมีนัยสำคัญ
ทางเลือก: ไม่มีทางเลือกอัตโนมัติ; ปรับแบบจำลองตามข้อมูล

13 การถดถอยเชิงเส้น
ใช้เมื่อ: ประมาณหรือพยากรณ์ค่าตัวแปรตามแบบต่อเนื่องจากตัวแปรอิสระหนึ่งตัวหรือหลายตัว
ตรวจ: กำหนดรูปแบบความสัมพันธ์ระหว่างตัวแปรได้อย่างเหมาะสม เศษเหลือเป็นอิสระ มีความแปรปรวนคงที่ และไม่มีภาวะร่วมเส้นตรงหลายตัวแปร (multicollinearity) ที่รุนแรง ควรตรวจกราฟวินิจฉัยของแบบจำลองด้วย
ข้อควรระวัง: การแจกแจงปกติที่เกี่ยวข้องกับการอนุมานคือการแจกแจงของเศษเหลือ ไม่ใช่กำหนดให้ตัวแปรทุกตัวต้องแจกแจงปกติ
ทางเลือก: ไม่มีทางเลือกอัตโนมัติ; ปรับแบบจำลองตามข้อมูล

14 การถดถอยโลจิสติก
ใช้เมื่อ: ประมาณความน่าจะเป็นของผลลัพธ์สองทางจากตัวแปรอิสระหนึ่งตัวหรือหลายตัว
ตรวจ: ผลลัพธ์มีสองทาง หน่วยสังเกตเป็นอิสระ ตัวแปรต่อเนื่องสัมพันธ์เชิงเส้นกับลอจิต (logit) ไม่มีภาวะร่วมเส้นตรงหลายตัวแปรที่รุนแรง และมีจำนวนเหตุการณ์เพียงพอต่อความซับซ้อนของแบบจำลอง
ข้อควรระวัง: กฎ 10 เหตุการณ์ต่อตัวแปรเป็นเพียงแนวทางคร่าว ๆ ควรพิจารณาขนาดตัวอย่าง ความชุก ปัญหาการแยกข้อมูลอย่างสมบูรณ์หรือเกือบสมบูรณ์ (complete/quasi-complete separation) การปรับโทษความซับซ้อนของแบบจำลอง (regularization) และการตรวจสอบความเที่ยงตรงร่วมกัน
ทางเลือก: ไม่มีทางเลือกอัตโนมัติ; ปรับแบบจำลองตามข้อมูล","workshop/LitWise-Literature-Review-Workshop-TH.pptx#notes-49","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1626","ย้ำว่า Spearman เหมาะกับความสัมพันธ์ที่เพิ่มหรือลดไปในทิศทางเดียว ไม่ใช่ความสัมพันธ์ไม่เป็นเส้นตรงทุกแบบ
Mann–Whitney ไม่ได้เป็นการทดสอบมัธยฐานโดยอัตโนมัติ
Wilcoxon signed-rank ต้องการเงื่อนไขเรื่องความสมมาตรหากจะแปลผลในแง่มัธยฐาน","workshop/LitWise-Literature-Review-Workshop-TH.pptx#notes-50","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1627","สาธิตว่าคำสั่ง independent t-test ใน Python ควรตั้งค่า equal_var=False หากตั้งใจใช้ Welch
Excel ไม่มี one-sample t-test และ repeated-measures ANOVA โดยตรง จึงไม่ควรใช้สูตรหรือเมนูอื่นแทนโดยอัตโนมัติ","workshop/LitWise-Literature-Review-Workshop-TH.pptx#notes-51","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1628","เวลารวม 15 นาที

คำชี้แจงผู้สอน:
ใช้แผนผังตัดสินใจเลือกวิธีวิเคราะห์สำหรับกรณีตัวอย่าง 2 กรณี แล้วเขียนข้อตกลงเบื้องต้นที่ต้องตรวจ

ขั้นตอน:
1. ระบุเจตนา: บรรยาย เปรียบเทียบ สัมพันธ์ หรือพยากรณ์
2. ระบุชนิดตัวแปรและการจับคู่
3. เลือกสถิติเริ่มต้น
4. เขียนข้อตกลงเบื้องต้น 2 ข้อและข้อจำกัด 1 ข้อ

ถอดบทเรียน:
ข้อมูลอะไรที่ยังขาดจนคุณยังไม่ควรยืนยันชื่อสถิติ?","workshop/LitWise-Literature-Review-Workshop-TH.pptx#notes-52","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1629","ใช้สไลด์นี้เปิดช่วงใหม่
เวลาที่แนะนำ: 40–50 นาที
เป้าหมายของช่วง: เลือกเครื่องมือให้ตรงขั้นงาน เก็บที่มาของข้อมูล และใช้ AI เป็นเพียงร่างที่ต้องตรวจ ไม่ใช่ผู้ตัดสินความถูกต้อง","workshop/LitWise-Literature-Review-Workshop-TH.pptx#notes-53","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1630","Zotero (จัดการเอกสารอ้างอิง)
เหมาะกับ: เป็นตัวเลือกเริ่มต้นที่เหมาะกับนักศึกษาและทีมวิจัยส่วนใหญ่ มีส่วนเสริมเบราว์เซอร์และระบบที่เปิดกว้าง
ระวัง: ก่อนทำงานร่วมกันควรตกลงโครงสร้างโฟลเดอร์ แท็ก และวิธีเก็บไฟล์แนบ
การเข้าถึง: ตัวโปรแกรมใช้ฟรี · พื้นที่เพิ่มมีค่าใช้จ่าย
ลิงก์: https://www.zotero.org/

Mendeley Reference Manager (จัดการเอกสารอ้างอิง)
เหมาะกับ: ผู้ที่ต้องการคลังไฟล์ PDF และระบบแทรกการอ้างอิงที่ใช้งานไม่ซับซ้อน
ระวัง: ควรทดลองส่งออกข้อมูลและการทำงานร่วมกันก่อนย้ายคลังขนาดใหญ่ทั้งหมดเข้าไป
การเข้าถึง: ใช้ฟรี
ลิงก์: https://www.mendeley.com/reference-management/reference-manager

EndNote (จัดการเอกสารอ้างอิง)
เหมาะกับ: ห้องปฏิบัติการหรือมหาวิทยาลัยที่ใช้ EndNote เป็นมาตรฐานและมีรูปแบบอ้างอิงพร้อมอยู่แล้ว
ระวัง: ตรวจสิทธิ์ของมหาวิทยาลัยก่อนซื้อ เพราะหลายแห่งมีใบอนุญาตให้ใช้อยู่แล้ว
การเข้าถึง: มีค่าใช้จ่าย · สถาบันอาจมีสิทธิ์ให้ใช้
ลิงก์: https://endnote.com/

Rayyan (คัดกรองและจัดการงานทบทวน)
เหมาะกับ: คัดกรองชื่อเรื่องและบทคัดย่อ โดยเฉพาะงานที่มีผู้ทบทวนหลายคนและต้องปกปิดผลการตัดสินใจระหว่างกัน
ระวัง: ความสามารถของแต่ละแผนต่างกัน ควรกำหนดบทบาททีมก่อนเชิญสมาชิก
การเข้าถึง: มีทั้งแผนฟรีและเสียเงิน
ลิงก์: https://www.rayyan.ai/

ASReview (คัดกรองและจัดการงานทบทวน)
เหมาะกับ: ชุดเอกสารขนาดใหญ่ที่ต้องการใช้ระบบจัดลำดับแบบเรียนรู้เชิงรุก (active learning) ช่วยจัดลำดับงานที่น่าจะเกี่ยวข้อง โดยให้มนุษย์เป็นผู้ตัดสิน
ระวัง: ควรกำหนดเกณฑ์หยุดและรายงานรุ่นโมเดล การตั้งค่า และการตัดสินใจของผู้ทบทวนให้ชัด
การเข้าถึง: ฟรี · โอเพนซอร์ส
ลิงก์: https://asreview.nl/

EPPI-Reviewer (คัดกรองและจัดการงานทบทวน)
เหมาะกับ: งานทบทวนหรือแผนที่หลักฐาน (evidence map) ที่ซับซ้อนและต้องทำงานร่วมกันตั้งแต่ลงรหัสจนถึงสังเคราะห์
ระวัง: งานวิทยานิพนธ์ขนาดเล็กอาจไม่ต้องใช้ระบบเต็มรูปแบบ ควรตรวจค่าใช้จ่ายและเวลาเรียนรู้ก่อน
การเข้าถึง: ระบบสมาชิก · บางโครงการอาจมีสิทธิ์ให้ใช้
ลิงก์: https://eppi.ioe.ac.uk/cms/er4","workshop/LitWise-Literature-Review-Workshop-TH.pptx#notes-54","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1631","Notion / Obsidian (จดบันทึก เขียน และทำงานร่วมกัน)
เหมาะกับ: เชื่อมโยงบันทึก พัฒนาแนวคิด และจัดพื้นที่สำหรับรวบรวมและสังเคราะห์ข้อมูลก่อนเริ่มเขียนต้นฉบับ
ระวัง: เลือก Notion เมื่อต้องทำงานร่วมกัน หรือ Obsidian เมื่อต้องการเก็บไฟล์ไว้ในเครื่อง ไม่ควรทำบันทึกชุดเดียวกันซ้ำสองระบบ
การเข้าถึง: ฟังก์ชันหลักใช้ฟรี · บริการเสริมมีค่าใช้จ่าย
ลิงก์: https://www.notion.com/product, https://obsidian.md/

Overleaf (จดบันทึก เขียน และทำงานร่วมกัน)
เหมาะกับ: วิทยานิพนธ์และบทความที่ใช้ LaTeX รวมถึงงานที่ต้องเขียนร่วมกันบนแม่แบบวารสาร
ระวัง: ควรตรวจว่าอาจารย์ที่ปรึกษาและผู้เขียนร่วมสะดวกตรวจงานใน LaTeX หรือไม่
การเข้าถึง: มีทั้งแผนฟรีและเสียเงิน
ลิงก์: https://www.overleaf.com/

Google Docs + Paperpile (จดบันทึก เขียน และทำงานร่วมกัน)
เหมาะกับ: ทีมที่ตรวจแก้ต้นฉบับใน Google Docs อยู่แล้วและต้องการจัดการการอ้างอิงในพื้นที่เดียวกัน
ระวัง: กำหนดให้ชัดว่าคลังอ้างอิงใดเป็นฉบับหลัก เพื่อป้องกันรายการซ้ำหรือข้อมูลไม่ตรงกัน
การเข้าถึง: Docs ฟรี · Paperpile มีค่าใช้จ่าย
ลิงก์: https://docs.google.com/, https://paperpile.com/

NVivo / ATLAS.ti (วิเคราะห์และสังเคราะห์)
เหมาะกับ: ลงรหัสข้อค้นพบเชิงคุณภาพ จัดบันทึก วิเคราะห์ความสัมพันธ์ และทำงานเป็นทีมอย่างเป็นระบบ
ระวัง: โปรแกรมไม่ได้เลือกหลักการวิเคราะห์แทนผู้วิจัย ควรกำหนดแนวทางลงรหัสก่อนนำข้อมูลทั้งหมดเข้าไป
การเข้าถึง: มีค่าใช้จ่าย · มีทางเลือกสำหรับนักศึกษาและสถาบัน
ลิงก์: https://lumivero.com/products/nvivo/, https://atlasti.com/

R + metafor (วิเคราะห์และสังเคราะห์)
เหมาะกับ: ทำการวิเคราะห์อภิมาน (meta-analysis) ที่ทำซ้ำได้ ตรวจความไวของผล และสร้างผลลัพธ์ทางสถิติสำหรับรายงาน
ระวัง: ควรมีผู้เชี่ยวชาญด้านสถิติช่วยตรวจ เมื่อค่าผลลัพธ์ ความสัมพันธ์ระหว่างข้อมูล หรือความแตกต่างระหว่างการศึกษามีความซับซ้อน
การเข้าถึง: ฟรี · โอเพนซอร์ส
ลิงก์: https://www.r-project.org/, https://wviechtb.github.io/metafor/

Covidence (วิเคราะห์และสังเคราะห์)
เหมาะกับ: ทีมที่ต้องการคัดกรอง สกัดข้อมูล ประเมินความเสี่ยงอคติ และส่งออกผลในระบบเดียว
ระวัง: ตรวจสิทธิ์ของมหาวิทยาลัยและทดสอบว่าขั้นตอนในระบบตรงกับวิธีทบทวนก่อนตั้งค่าโครงการ
การเข้าถึง: มีค่าใช้จ่าย · มหาวิทยาลัยหลายแห่งมีสิทธิ์ให้ใช้
ลิงก์: https://www.covidence.org/","workshop/LitWise-Literature-Review-Workshop-TH.pptx#notes-55","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1632","1. บริบท: หัวข้อ สาขา เป้าหมาย และข้อมูลที่มีอยู่
2. งานที่ให้ช่วย: ระบุงานหนึ่งอย่างให้ชัดว่าอยากให้ AI ช่วยอะไร
3. ข้อกำหนดการใช้หลักฐาน: กำหนดว่าใช้แหล่งใดได้ ต้องตรวจสอบอะไร และห้ามสร้างข้อมูล ตัวเลข หรือแหล่งอ้างอิงขึ้นเอง
4. รูปแบบคำตอบ: กำหนดโครงให้เห็นข้อมูลที่ขาดและความไม่แน่นอน","workshop/LitWise-Literature-Review-Workshop-TH.pptx#notes-56","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1633","ขยายชุดคำค้น
เหมาะกับ: แตกหัวข้อเป็นแนวคิดหลัก พร้อมคำพ้อง คำย่อ รูปสะกด และคำที่ต้องนำไปทดลองค้นในฐานข้อมูล

พรอมต์:
บริบท:
ฉันกำลังทบทวนเรื่อง [หัวข้อ] ใน [สาขา/ประชากร/บริบท] โดยมีคำถามเบื้องต้นว่า [คำถามหรือการตัดสินใจที่ต้องการข้อมูลสนับสนุน]

งานที่ให้ช่วย:
ช่วยสร้างชุดคำสำหรับวางแผนค้นฐานข้อมูล แยกคำถามเป็นแนวคิดหลัก แล้วเสนอคำพ้อง คำย่อ รูปสะกด คำที่กว้างกว่า และคำที่เฉพาะกว่าของแต่ละแนวคิด

ข้อกำหนดการใช้หลักฐาน:
- อย่าเรียกคำใดว่าเป็นศัพท์ควบคุมอย่างเป็นทางการ หากยังไม่ได้ตรวจในคลังศัพท์ควบคุม (thesaurus) ของฐานข้อมูลนั้น
- แยกคำค้นทั่วไปออกจากคำที่ฉันต้องนำไปตรวจว่าเป็นศัพท์ควบคุมจริงหรือไม่
- ชี้คำที่อาจดึงผลลัพธ์ไม่เกี่ยวข้อง พร้อมอธิบายสาเหตุ
- อย่าอ้างว่ารายการคำนี้ครอบคลุมครบถ้วนแล้ว

รูปแบบคำตอบ:
ทำตาราง: แนวคิดหลัก | คำค้นและรูปแบบคำ | ศัพท์ควบคุมที่ต้องตรวจ | ความเสี่ยงที่จะได้ผลลัพธ์ที่ไม่เกี่ยวข้อง จากนั้นร่างชุดคำค้น Boolean และทำเครื่องหมายส่วนที่ต้องปรับให้ตรงกับ [ชื่อฐานข้อมูล]

---

ตรวจความชัดของคำถามทบทวน
เหมาะกับ: ตรวจว่าคำถามชัด ตอบได้จริง และสอดคล้องกับหลักฐานที่คาดว่าจะพบหรือไม่ ก่อนเลือกวิธีทบทวน

พรอมต์:
บริบท:
คำถามทบทวนที่กำลังพิจารณาคือ [คำถาม] อยู่ใน [สาขาหรือบริบท] ต้องการนำผลไปใช้เพื่อ [การตัดสินใจหรือประโยชน์ทางวิชาการ] และมีข้อจำกัดด้าน [เวลา/ทีม/การเข้าถึงข้อมูล]

งานที่ให้ช่วย:
ช่วยวิจารณ์คำถามนี้ก่อนที่ฉันจะกำหนดรูปแบบการทบทวน ชี้คำที่กำกวม สมมติฐานที่ซ่อนอยู่ ขอบเขตที่กว้างหรือแคบเกินไป และชนิดหลักฐานที่ต้องมีจึงจะตอบคำถามได้

ข้อกำหนดการใช้หลักฐาน:
- อย่าเลือกวิธีทบทวนจากชื่อหัวข้อเพียงอย่างเดียว
- บอกสมมติฐานทุกข้อที่ใช้เกี่ยวกับสาขาและหลักฐานที่คาดว่าจะมี
- แยกเรื่องที่ตรวจได้ด้วยการค้นนำร่อง ออกจากเรื่องที่ควรหารือกับอาจารย์ที่ปรึกษาหรือผู้มีส่วนได้ส่วนเสีย

รูปแบบคำตอบ:
ตอบเป็น 5 ส่วน: 1) จุดที่ต้องทำให้ชัด 2) คำถามฉบับปรับใหม่ 3 แบบที่มีขอบเขตต่างกัน 3) หลักฐานที่แต่ละแบบต้องใช้ 4) ความเป็นไปได้ในการทำจริง และ 5) คำถามที่ควรนำไปคุยกับอาจารย์ที่ปรึกษาหรือทีมทบทวน

---

เปรียบเทียบบทความที่ให้ไว้
เหมาะกับ: ทำตารางเปรียบเทียบก่อนสังเคราะห์ โดยไม่เติมข้อมูลที่บทความไม่ได้รายงาน

พรอมต์:
บริบท:
ฉันจะให้บทความหรือบันทึกจำนวน [จำนวน] รายการเกี่ยวกับ [หัวข้อ] และต้องการเปรียบเทียบเพื่อ [เป้าหมายของงานทบทวน]

งานที่ให้ช่วย:
ดึงเฉพาะข้อมูลที่ปรากฏในเอกสารที่ให้ แล้วจัดทำตารางเปรียบเทียบหลักฐาน

ข้อกำหนดการใช้หลักฐาน:
- ใช้เฉพาะเอกสารหรือบันทึกที่ฉันให้ในการสนทนานี้
- ทุกช่องต้องระบุชื่อไฟล์หรือรหัสงาน และหน้า ตาราง หรือหัวข้อย่อย หากมีข้อมูลตำแหน่ง
- หากเอกสารไม่ระบุ ให้เขียนว่า “ไม่รายงาน” ห้ามคาดเดาเติมเอง
- แยกข้อค้นพบของผู้เขียนออกจากการตีความของคุณ และทำเครื่องหมายเมื่อแต่ละงานให้ผลขัดกัน

รูปแบบคำตอบ:
ใช้คอลัมน์: การอ้างอิง | เป้าหมาย | บริบท | แบบแผนวิจัย | กลุ่มตัวอย่าง/ข้อมูล | ตัววัดหรือปรากฏการณ์ | ข้อค้นพบหลัก | ข้อจำกัด | ตำแหน่งต้นทาง | หมายเหตุผู้ทบทวน แล้วสรุปเฉพาะรูปแบบที่ตารางรองรับ พร้อมระบุคำถามที่ยังตอบไม่ได้

---

ตรวจข้ออ้างเรื่องช่องว่างวิจัย
เหมาะกับ: แยกให้ออกว่าสิ่งที่เรียกว่าช่องว่าง เป็นการขาดหลักฐาน ข้อจำกัดของวิธี ผลที่ขัดกัน หรือเกิดจากการค้นยังไม่ครอบคลุม

พรอมต์:
บริบท:
ชุดเอกสารปัจจุบันของฉันมาจาก [ฐานข้อมูล/ช่วงปี/ภาษา/ขอบเขตการคัดเลือก] และกำลังจะเสนอว่าช่องว่างคือ [ข้อความที่ต้องการตรวจ]

งานที่ให้ช่วย:
ช่วยทดสอบว่าข้ออ้างเรื่องช่องว่างนี้หนักแน่นเพียงใด เมื่อเทียบกับชุดเอกสารและขอบเขตการค้นที่ฉันให้

ข้อกำหนดการใช้หลักฐาน:
- การไม่พบในเอกสารชุดนี้ ไม่ได้แปลว่าไม่มีงานวิจัยอยู่จริง
- ทุกข้อสังเกตต้องย้อนกลับไปยังงานวิจัยหรือบันทึกการค้นที่ฉันให้
- แยกช่องว่างด้านหลักฐาน ประชากรหรือบริบท ข้อจำกัดด้านระเบียบวิธี ผลที่ขัดกัน ช่องว่างทางทฤษฎี และช่องว่างจากการค้นไม่ครอบคลุม
- ระบุสิ่งที่ต้องค้นเพิ่มหรือให้ผู้เชี่ยวชาญช่วยตรวจ ก่อนนำข้ออ้างนี้ไปใช้

รูปแบบคำตอบ:
ทำตาราง: ประเภทช่องว่างที่เป็นไปได้ | หลักฐานสนับสนุน | หลักฐานโต้แย้ง | ขอบเขตหรือความไม่แน่นอน | ขั้นตอนตรวจสอบถัดไป แล้วช่วยร่างข้อความอธิบายช่องว่างแบบระมัดระวังและไม่สรุปเกินข้อมูล

---

ตรวจข้อความกับแหล่งอ้างอิง
เหมาะกับ: ตรวจว่าประโยคในวิทยานิพนธ์หรือบทความกล่าวตรงและไม่แรงเกินกว่างานต้นฉบับรองรับ

พรอมต์:
บริบท:
ข้อความร่าง: [วางข้อความ]
แหล่งที่ตั้งใจใช้อ้างอิง: [รายการอ้างอิง/DOI/เอกสารที่ให้]

งานที่ให้ช่วย:
ตรวจว่าแหล่งข้อมูลรองรับเนื้อหาและระดับความหนักแน่นของข้อความนี้หรือไม่

ข้อกำหนดการใช้หลักฐาน:
- หากเข้าถึงหรือหาตำแหน่งข้อความต้นทางไม่ได้ ให้บอกตามตรงและอย่ายืนยันว่าได้ตรวจแล้ว
- ตรวจแบบแผนวิจัย ประชากร บริบท ตัวเปรียบเทียบ ผลลัพธ์ ค่าประมาณ ความไม่แน่นอน และข้อจำกัดที่ผู้เขียนระบุ
- แยกความสัมพันธ์ออกจากเหตุและผล และแยกนัยสำคัญทางสถิติออกจากความสำคัญในทางปฏิบัติ
- ห้ามสร้างข้อความอ้างตรง เลขหน้า DOI หรือผลการศึกษาขึ้นเอง

รูปแบบคำตอบ:
รายงานผลเป็น [รองรับ | รองรับบางส่วน | ไม่รองรับ | ยังตรวจไม่ได้] พร้อมตำแหน่งหลักฐาน จุดที่ไม่ตรง บริบทที่ขาด และข้อความฉบับแก้ที่มีน้ำหนักไม่เกินกว่าหลักฐาน","workshop/LitWise-Literature-Review-Workshop-TH.pptx#notes-57","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1634","บริบท:
ฉันกำลังทบทวนเรื่อง [หัวข้อ] ใน [สาขา/ประชากร/บริบท] โดยมีคำถามเบื้องต้นว่า [คำถามหรือการตัดสินใจที่ต้องการข้อมูลสนับสนุน]

งานที่ให้ช่วย:
ช่วยสร้างชุดคำสำหรับวางแผนค้นฐานข้อมูล แยกคำถามเป็นแนวคิดหลัก แล้วเสนอคำพ้อง คำย่อ รูปสะกด คำที่กว้างกว่า และคำที่เฉพาะกว่าของแต่ละแนวคิด

ข้อกำหนดการใช้หลักฐาน:
- อย่าเรียกคำใดว่าเป็นศัพท์ควบคุมอย่างเป็นทางการ หากยังไม่ได้ตรวจในคลังศัพท์ควบคุม (thesaurus) ของฐานข้อมูลนั้น
- แยกคำค้นทั่วไปออกจากคำที่ฉันต้องนำไปตรวจว่าเป็นศัพท์ควบคุมจริงหรือไม่
- ชี้คำที่อาจดึงผลลัพธ์ไม่เกี่ยวข้อง พร้อมอธิบายสาเหตุ
- อย่าอ้างว่ารายการคำนี้ครอบคลุมครบถ้วนแล้ว

รูปแบบคำตอบ:
ทำตาราง: แนวคิดหลัก | คำค้นและรูปแบบคำ | ศัพท์ควบคุมที่ต้องตรวจ | ความเสี่ยงที่จะได้ผลลัพธ์ที่ไม่เกี่ยวข้อง จากนั้นร่างชุดคำค้น Boolean และทำเครื่องหมายส่วนที่ต้องปรับให้ตรงกับ [ชื่อฐานข้อมูล]","workshop/LitWise-Literature-Review-Workshop-TH.pptx#notes-58","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
